Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Coventry,E08000026,Upper tier local authority,2020-04-22,10.0,602
County Durham,E06000047,Upper tier local authority,2020-04-22,37.0,1135
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-22,4.0,440
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-22,10.0,676
Cheshire East,E06000049,Upper tier local authority,2020-04-22,22.0,711
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-22,8.0,439
Camden,E09000007,Upper tier local authority,2020-04-22,7.0,548
Cambridgeshire,E10000003,Upper tier local authority,2020-04-22,15.0,638
Calderdale,E08000033,Upper tier local authority,2020-04-22,5.0,210
Bury,E08000002,Upper tier local authority,2020-04-22,4.0,386
Buckinghamshire,E10000002,Upper tier local authority,2020-04-22,15.0,727
Bromley,E09000006,Upper tier local authority,2020-04-22,7.0,965
"Bristol, City of",E06000023,Upper tier local authority,2020-04-22,21.0,542
Brighton and Hove,E06000043,Upper tier local authority,2020-04-22,1.0,338
Brent,E09000005,Upper tier local authority,2020-04-22,8.0,1293
Bradford,E08000032,Upper tier local authority,2020-04-22,33.0,676
Bracknell Forest,E06000036,Upper tier local authority,2020-04-22,2.0,185
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-22,5.0,380
Bolton,E08000001,Upper tier local authority,2020-04-22,14.0,659
Blackpool,E06000009,Upper tier local authority,2020-04-22,16.0,349
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-22,6.0,271
Birmingham,E08000025,Upper tier local authority,2020-04-22,58.0,2608
Bexley,E09000004,Upper tier local authority,2020-04-22,13.0,575
Bedford,E06000055,Upper tier local authority,2020-04-22,1.0,374
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-22,4.0,192
Barnet,E09000003,Upper tier local authority,2020-04-22,5.0,1141
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-22,6.0,439
Yorkshire and The Humber,E12000003,Region,2020-04-22,207.0,8454
West Midlands,E12000005,Region,2020-04-22,259.0,11381
South West,E12000009,Region,2020-04-22,145.0,5559
South East,E12000008,Region,2020-04-22,324.0,15284
North West,E12000002,Region,2020-04-22,393.0,16545
North East,E12000001,Region,2020-04-22,197.0,6629
London,E12000007,Region,2020-04-22,238.0,23234
East of England,E12000006,Region,2020-04-22,203.0,9106
East Midlands,E12000004,Region,2020-04-22,132.0,6021
England,E92000001,Nation,2020-04-22,2222.0,106813
York,E06000014,Upper tier local authority,2020-04-21,10.0,210
Worcestershire,E10000034,Upper tier local authority,2020-04-21,21.0,1011
Wolverhampton,E08000031,Upper tier local authority,2020-04-21,20.0,652
Wokingham,E06000041,Upper tier local authority,2020-04-21,14.0,310
Wirral,E08000015,Upper tier local authority,2020-04-21,24.0,874
Wiltshire,E06000054,Upper tier local authority,2020-04-21,13.0,369
Wigan,E08000010,Upper tier local authority,2020-04-21,18.0,524
Westminster,E09000033,Upper tier local authority,2020-04-21,3.0,572
West Sussex,E10000032,Upper tier local authority,2020-04-21,26.0,974
West Berkshire,E06000037,Upper tier local authority,2020-04-21,10.0,280
Warwickshire,E10000031,Upper tier local authority,2020-04-21,23.0,980
Warrington,E06000007,Upper tier local authority,2020-04-21,24.0,515
Wandsworth,E09000032,Upper tier local authority,2020-04-21,6.0,879
Waltham Forest,E09000031,Upper tier local authority,2020-04-21,7.0,678
Walsall,E08000030,Upper tier local authority,2020-04-21,24.0,787
Wakefield,E08000036,Upper tier local authority,2020-04-21,10.0,449
Trafford,E08000009,Upper tier local authority,2020-04-21,22.0,520
Tower Hamlets,E09000030,Upper tier local authority,2020-04-21,8.0,577
Torbay,E06000027,Upper tier local authority,2020-04-21,6.0,168
Thurrock,E06000034,Upper tier local authority,2020-04-21,9.0,251
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-21,6.0,203
Tameside,E08000008,Upper tier local authority,2020-04-21,12.0,407
Swindon,E06000030,Upper tier local authority,2020-04-21,8.0,312
Sutton,E09000029,Upper tier local authority,2020-04-21,9.0,623
Surrey,E10000030,Upper tier local authority,2020-04-21,68.0,2302
Sunderland,E08000024,Upper tier local authority,2020-04-21,21.0,1020
Suffolk,E10000029,Upper tier local authority,2020-04-21,19.0,857
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-21,20.0,341
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-21,10.0,306
Stockport,E08000007,Upper tier local authority,2020-04-21,13.0,702
Staffordshire,E10000028,Upper tier local authority,2020-04-21,55.0,1430
St. Helens,E08000013,Upper tier local authority,2020-04-21,30.0,545
Southwark,E09000028,Upper tier local authority,2020-04-21,17.0,1135
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-21,5.0,273
Southampton,E06000045,Upper tier local authority,2020-04-21,16.0,398
South Tyneside,E08000023,Upper tier local authority,2020-04-21,18.0,420
South Gloucestershire,E06000025,Upper tier local authority,2020-04-21,10.0,306
Somerset,E10000027,Upper tier local authority,2020-04-21,19.0,409
Solihull,E08000029,Upper tier local authority,2020-04-21,11.0,488
Slough,E06000039,Upper tier local authority,2020-04-21,5.0,342
Shropshire,E06000051,Upper tier local authority,2020-04-21,28.0,398
Sheffield,E08000019,Upper tier local authority,2020-04-21,25.0,1856
Sefton,E08000014,Upper tier local authority,2020-04-21,17.0,716
Sandwell,E08000028,Upper tier local authority,2020-04-21,23.0,852
Salford,E08000006,Upper tier local authority,2020-04-21,14.0,516
Rotherham,E08000018,Upper tier local authority,2020-04-21,10.0,574
Rochdale,E08000005,Upper tier local authority,2020-04-21,16.0,378
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-21,2.0,350
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-21,18.0,256
Redbridge,E09000026,Upper tier local authority,2020-04-21,10.0,631
Reading,E06000038,Upper tier local authority,2020-04-21,21.0,409
Portsmouth,E06000044,Upper tier local authority,2020-04-21,6.0,244
Plymouth,E06000026,Upper tier local authority,2020-04-21,16.0,240
Peterborough,E06000031,Upper tier local authority,2020-04-21,16.0,181
Oxfordshire,E10000025,Upper tier local authority,2020-04-21,24.0,1345
Oldham,E08000004,Upper tier local authority,2020-04-21,16.0,526
Nottinghamshire,E10000024,Upper tier local authority,2020-04-21,13.0,953
Nottingham,E06000018,Upper tier local authority,2020-04-21,20.0,436
Northumberland,E06000057,Upper tier local authority,2020-04-21,23.0,671
Northamptonshire,E10000021,Upper tier local authority,2020-04-21,10.0,964
North Yorkshire,E10000023,Upper tier local authority,2020-04-21,28.0,732
North Tyneside,E08000022,Upper tier local authority,2020-04-21,6.0,413
North Somerset,E06000024,Upper tier local authority,2020-04-21,7.0,184
North Lincolnshire,E06000013,Upper tier local authority,2020-04-21,13.0,248
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-21,2.0,109
Norfolk,E10000020,Upper tier local authority,2020-04-21,43.0,1180
Newham,E09000025,Upper tier local authority,2020-04-21,12.0,899
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-21,18.0,783
Milton Keynes,E06000042,Upper tier local authority,2020-04-21,9.0,416
Middlesbrough,E06000002,Upper tier local authority,2020-04-21,18.0,449
Merton,E09000024,Upper tier local authority,2020-04-21,9.0,622
Medway,E06000035,Upper tier local authority,2020-04-21,15.0,556
Manchester,E08000003,Upper tier local authority,2020-04-21,28.0,945
Luton,E06000032,Upper tier local authority,2020-04-21,11.0,550
Liverpool,E08000012,Upper tier local authority,2020-04-21,29.0,1250
Lincolnshire,E10000019,Upper tier local authority,2020-04-21,17.0,720
Lewisham,E09000023,Upper tier local authority,2020-04-21,32.0,866
Leicestershire,E10000018,Upper tier local authority,2020-04-21,30.0,796
Leicester,E06000016,Upper tier local authority,2020-04-21,16.0,550
Leeds,E08000035,Upper tier local authority,2020-04-21,72.0,1108
Lancashire,E10000017,Upper tier local authority,2020-04-21,76.0,2379
Lambeth,E09000022,Upper tier local authority,2020-04-21,7.0,1067
Knowsley,E08000011,Upper tier local authority,2020-04-21,11.0,460
Kirklees,E08000034,Upper tier local authority,2020-04-21,11.0,469
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-21,9.0,411
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-21,9.0,321
Kent,E10000016,Upper tier local authority,2020-04-21,127.0,2966
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-21,6.0,429
Islington,E09000019,Upper tier local authority,2020-04-21,2.0,390
Isle of Wight,E06000046,Upper tier local authority,2020-04-21,6.0,79
Hounslow,E09000018,Upper tier local authority,2020-04-21,11.0,610
Hillingdon,E09000017,Upper tier local authority,2020-04-21,11.0,679
Hertfordshire,E10000015,Upper tier local authority,2020-04-21,48.0,2037
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-21,11.0,184
Havering,E09000016,Upper tier local authority,2020-04-21,6.0,593
Hartlepool,E06000001,Upper tier local authority,2020-04-21,8.0,139
Harrow,E09000015,Upper tier local authority,2020-04-21,23.0,835
Haringey,E09000014,Upper tier local authority,2020-04-21,8.0,517
Hampshire,E10000014,Upper tier local authority,2020-04-21,63.0,2407
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-21,19.0,522
Halton,E06000006,Upper tier local authority,2020-04-21,6.0,292
Hackney,E09000012,Upper tier local authority,2020-04-21,2.0,580
Greenwich,E09000011,Upper tier local authority,2020-04-21,8.0,590
Gloucestershire,E10000013,Upper tier local authority,2020-04-21,34.0,1040
Gateshead,E08000037,Upper tier local authority,2020-04-21,32.0,660
Essex,E10000012,Upper tier local authority,2020-04-21,75.0,2147
Enfield,E09000010,Upper tier local authority,2020-04-21,13.0,758
East Sussex,E10000011,Upper tier local authority,2020-04-21,14.0,482
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-21,22.0,426
Ealing,E09000009,Upper tier local authority,2020-04-21,14.0,982
Dudley,E08000027,Upper tier local authority,2020-04-21,16.0,654
Dorset,E06000059,Upper tier local authority,2020-04-21,5.0,269
Doncaster,E08000017,Upper tier local authority,2020-04-21,6.0,367
Devon,E10000008,Upper tier local authority,2020-04-21,14.0,597
Derbyshire,E10000007,Upper tier local authority,2020-04-21,37.0,1031
Derby,E06000015,Upper tier local authority,2020-04-21,3.0,426
Darlington,E06000005,Upper tier local authority,2020-04-21,10.0,217
Cumbria,E10000006,Upper tier local authority,2020-04-21,43.0,1623
Croydon,E09000008,Upper tier local authority,2020-04-21,15.0,1270
Coventry,E08000026,Upper tier local authority,2020-04-21,23.0,592
County Durham,E06000047,Upper tier local authority,2020-04-21,46.0,1098
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-21,11.0,436
City of London,E09000001,Upper tier local authority,2020-04-21,1.0,16
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-21,40.0,666
Cheshire East,E06000049,Upper tier local authority,2020-04-21,21.0,689
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-21,20.0,431
Camden,E09000007,Upper tier local authority,2020-04-21,6.0,541
Cambridgeshire,E10000003,Upper tier local authority,2020-04-21,24.0,623
Calderdale,E08000033,Upper tier local authority,2020-04-21,6.0,205
Bury,E08000002,Upper tier local authority,2020-04-21,8.0,382
Buckinghamshire,E10000002,Upper tier local authority,2020-04-21,17.0,712
Bromley,E09000006,Upper tier local authority,2020-04-21,13.0,958
"Bristol, City of",E06000023,Upper tier local authority,2020-04-21,14.0,521
Brighton and Hove,E06000043,Upper tier local authority,2020-04-21,6.0,337
Brent,E09000005,Upper tier local authority,2020-04-21,15.0,1285
Bradford,E08000032,Upper tier local authority,2020-04-21,25.0,643
Bracknell Forest,E06000036,Upper tier local authority,2020-04-21,3.0,183
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-21,12.0,375
Bolton,E08000001,Upper tier local authority,2020-04-21,22.0,645
Blackpool,E06000009,Upper tier local authority,2020-04-21,22.0,333
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-21,8.0,265
Birmingham,E08000025,Upper tier local authority,2020-04-21,64.0,2550
Bexley,E09000004,Upper tier local authority,2020-04-21,7.0,562
Bedford,E06000055,Upper tier local authority,2020-04-21,17.0,373
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-21,4.0,188
Barnsley,E08000016,Upper tier local authority,2020-04-21,6.0,530
Barnet,E09000003,Upper tier local authority,2020-04-21,23.0,1136
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-21,10.0,433
Yorkshire and The Humber,E12000003,Region,2020-04-21,255.0,8247
West Midlands,E12000005,Region,2020-04-21,345.0,11122
South West,E12000009,Region,2020-04-21,173.0,5414
South East,E12000008,Region,2020-04-21,450.0,14960
North West,E12000002,Region,2020-04-21,520.0,16152
North East,E12000001,Region,2020-04-21,228.0,6432
London,E12000007,Region,2020-04-21,344.0,22996
East of England,E12000006,Region,2020-04-21,287.0,8903
East Midlands,E12000004,Region,2020-04-21,146.0,5889
England,E92000001,Nation,2020-04-21,2879.0,104591
York,E06000014,Upper tier local authority,2020-04-20,8.0,200
Worcestershire,E10000034,Upper tier local authority,2020-04-20,31.0,990
Wolverhampton,E08000031,Upper tier local authority,2020-04-20,22.0,632
Wokingham,E06000041,Upper tier local authority,2020-04-20,7.0,296
Wirral,E08000015,Upper tier local authority,2020-04-20,15.0,850
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-20,6.0,218
Wiltshire,E06000054,Upper tier local authority,2020-04-20,10.0,356
Wigan,E08000010,Upper tier local authority,2020-04-20,31.0,506
Westminster,E09000033,Upper tier local authority,2020-04-20,3.0,569
West Sussex,E10000032,Upper tier local authority,2020-04-20,24.0,948
West Berkshire,E06000037,Upper tier local authority,2020-04-20,16.0,270
Warwickshire,E10000031,Upper tier local authority,2020-04-20,27.0,957
Warrington,E06000007,Upper tier local authority,2020-04-20,20.0,491
Wandsworth,E09000032,Upper tier local authority,2020-04-20,9.0,873
Waltham Forest,E09000031,Upper tier local authority,2020-04-20,13.0,671
Walsall,E08000030,Upper tier local authority,2020-04-20,35.0,763
Wakefield,E08000036,Upper tier local authority,2020-04-20,12.0,439
Trafford,E08000009,Upper tier local authority,2020-04-20,15.0,498
Tower Hamlets,E09000030,Upper tier local authority,2020-04-20,9.0,569
Torbay,E06000027,Upper tier local authority,2020-04-20,10.0,162
Thurrock,E06000034,Upper tier local authority,2020-04-20,6.0,242
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-20,10.0,197
Tameside,E08000008,Upper tier local authority,2020-04-20,8.0,395
Swindon,E06000030,Upper tier local authority,2020-04-20,17.0,304
Sutton,E09000029,Upper tier local authority,2020-04-20,10.0,614
Surrey,E10000030,Upper tier local authority,2020-04-20,62.0,2234
Sunderland,E08000024,Upper tier local authority,2020-04-20,56.0,999
Suffolk,E10000029,Upper tier local authority,2020-04-20,58.0,838
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-20,16.0,321
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-20,15.0,296
Stockport,E08000007,Upper tier local authority,2020-04-20,22.0,689
Staffordshire,E10000028,Upper tier local authority,2020-04-20,52.0,1375
St. Helens,E08000013,Upper tier local authority,2020-04-20,14.0,515
Southwark,E09000028,Upper tier local authority,2020-04-20,10.0,1118
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-20,7.0,268
Southampton,E06000045,Upper tier local authority,2020-04-20,17.0,382
South Tyneside,E08000023,Upper tier local authority,2020-04-20,25.0,402
South Gloucestershire,E06000025,Upper tier local authority,2020-04-20,16.0,296
Somerset,E10000027,Upper tier local authority,2020-04-20,22.0,390
Solihull,E08000029,Upper tier local authority,2020-04-20,23.0,477
Slough,E06000039,Upper tier local authority,2020-04-20,7.0,337
Shropshire,E06000051,Upper tier local authority,2020-04-20,10.0,370
Sheffield,E08000019,Upper tier local authority,2020-04-20,61.0,1831
Sefton,E08000014,Upper tier local authority,2020-04-20,15.0,699
Sandwell,E08000028,Upper tier local authority,2020-04-20,30.0,829
Salford,E08000006,Upper tier local authority,2020-04-20,15.0,502
Rotherham,E08000018,Upper tier local authority,2020-04-20,19.0,564
Rochdale,E08000005,Upper tier local authority,2020-04-20,27.0,362
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-20,5.0,348
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-20,8.0,238
Redbridge,E09000026,Upper tier local authority,2020-04-20,15.0,621
